#SNOWEX IOP GRAND MESA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
2020-01-30 00:00:00,9n29,19,891,S4,,,MM,
2020-01-30 00:00:00,9n29,19,892,S5,,,MM,
2020-01-30 00:00:00,9n29,19,893,N5,,,MM,
2020-01-30 00:00:00,9n29,19,894,N4,,,MM,
2020-01-30 00:00:00,9C17,6,782,E1,,,IM,
2020-01-30 00:00:00,9C17,6,783,E2,,,IM,started 1-2cm below surface
2020-01-30 00:00:00,9C17,6,784,E3,,,IM,started 1-2cm below surface
2020-01-30 00:00:00,9C17,6,785,E4,,,IM,started 1-2cm below surface. Hit ground
2020-01-30 00:00:00,9C17,6,786,C,,,IM,started 1-2cm below surface
2020-01-30 00:00:00,9C17,6,787,E5,,,IM,started 1-2cm below surface
2020-01-30 00:00:00,9C17,6,788,W5,,,IM,
2020-01-30 00:00:00,9C17,6,790,W4,,,IM,started 1-2cm below surface
2020-01-30 00:00:00,9C17,6,791,W3,,,IM,started 1-2cm below surface. Hit ground
2020-01-30 00:00:00,9C17,6,793,W2,,,IM,started 1-2cm below surface. Hit ground
2020-01-30 00:00:00,9C17,6,794,W1,,,IM,started 2 cm below surface
2020-01-30 00:00:00,9C17,6,796,N3,,,IM,
2020-01-30 00:00:00,9C17,6,797,N2,,,IM,started 1 cm below surface
2020-01-30 00:00:00,9C17,6,798,N1,,,IM,started 1-2cm below surface
2020-01-30 00:00:00,9C17,6,799,S3,,,IM,
2020-01-30 00:00:00,9C17,6,800,S2,,,IM,
2020-01-30 00:00:00,9C17,6,802,S1,,,IM,
2020-01-30 00:00:00,9C17,6,803,P_top1,82,,IM,started 1-2cm below surface
2020-01-30 00:00:00,9C17,6,804,P_top2,82,,IM,started 1-2cm below surface
2020-01-30 00:00:00,9C17,6,805,P_top3,82,,IM,started 1-2cm below surface
2020-01-30 00:00:00,9C17,6,806,P_bot1,62,,IM,started 1-2cm below surface
2020-01-30 00:00:00,9C17,6,807,P_bot2,62,,IM,started 1-2cm below surface
2020-01-30 00:00:00,9C17,6,808,P_bot3,62,,IM,"started 1-2cm below surface, depth set to 57cm and hit ground?"
2020-01-30 00:00:00,9C17,6,810,P2,,,IM,depth set to 52 and still hit ground
2020-01-30 00:00:00,7C15,6,811,C,,,IM,started 2cm below surface
2020-01-30 00:00:00,7C15,6,812,S3,,,IM,
2020-01-30 00:00:00,7C15,6,814,S2,,,IM,started 3 cm below surface
2020-01-30 00:00:00,7C15,6,815,S1,,,IM,started 2cm below surface
2020-01-30 00:00:00,7C15,6,816,W5,,,IM,started 2cm below surface
2020-01-30 00:00:00,7C15,6,817,W4,,,IM,started 2-3 cm below surface
2020-01-30 00:00:00,7C15,6,818,W3,,,IM,started 1 cm below surface
2020-01-30 00:00:00,7C15,6,819,W2,,,IM,started 1 cm below surface
2020-01-30 00:00:00,7C15,6,820,W1,,,IM,started 1-2cm below surface
2020-01-30 00:00:00,7C15,6,821,E5,,,IM,started 1-2cm below surface
2020-01-30 00:00:00,7C15,6,822,E4,,,IM,started 1 cm below surface
2020-01-30 00:00:00,7C15,6,824,E3,,,IM,"same, perhaps a hard layer?"
2020-01-30 00:00:00,7C15,6,825,E2,,,IM,
2020-01-30 00:00:00,7C15,6,826,E1,,,IM,
2020-01-30 00:00:00,7C15,6,827,,,,IM,
2020-01-30 00:00:00,7C15,6,828,N3,,,IM,started 1 cm below surface
2020-01-30 00:00:00,7C15,6,829,N2,,,IM,started 1 cm below surface
2020-01-30 00:00:00,7C15,6,830,N1,,,IM,started 2-3 cm below surface
2020-01-30 00:00:00,7C15,6,831,P_top1,100,,IM,started 2cm below surface
2020-01-30 00:00:00,7C15,6,832,P_top2,100,,IM,started 2cm below surface
2020-01-30 00:00:00,7C15,6,833,P_top3,100,,IM,started 2cm below surface
2020-01-30 00:00:00,7C15,6,834,P_bot1,65,,IM,"started 2cm below surface, started at 65 cm"
2020-01-30 00:00:00,7C15,6,835,P_bot2,65,,IM,"started 2cm below surface, started at 65 cm"
2020-01-30 00:00:00,7C15,6,836,P_bot3,65,,IM,"started 2cm below surface, started at 65 cm"
2020-01-30 00:00:00,8N38,6,837,E1,,,IM,"started 1-2 cm below surface, forested"
2020-01-30 00:00:00,8N38,6,838,E2,,,IM,"started 1-2 cm below surface, forested"
2020-01-30 00:00:00,8N38,6,839,E3,,,IM,"started 1-2 cm below surface, forested"
2020-01-30 00:00:00,8N38,6,840,E4,,,IM,started 1-2 cm below surface
2020-01-30 00:00:00,8N38,6,841,E5,,,IM,started 1-2 cm below surface
2020-01-30 00:00:00,8N38,6,842,C,,,IM,"started 1-2 cm below surface, hit ground"
2020-01-30 00:00:00,8N38,6,843,W5,,,IM,started 1-2 cm below surface
2020-01-30 00:00:00,8N38,6,844,W4,,,IM,started 1-2 cm below surface
2020-01-30 00:00:00,8N38,6,845,W3,,,IM,started 1-2 cm below surface
2020-01-30 00:00:00,8N38,6,846,W2,,,IM,started 1-2 cm below surface
2020-01-30 00:00:00,8N38,6,847,W1,,,IM,"started 1-2 cm below surface, stitch together for full depth,  hard layer at the bottom"
2020-01-30 00:00:00,8N38,6,848,W1,,,IM,"started 1-2 cm below surface, stich together for full depth,  hard layer at the bottom"
2020-01-30 00:00:00,8N38,6,849,N1,,,IM,started 1-2 cm below surface
2020-01-30 00:00:00,8N38,6,850,N2,,,IM,started 1-2 cm below surface
2020-01-30 00:00:00,8N38,6,851,N3,,,IM,started 1-2 cm below surface
2020-01-30 00:00:00,8N38,6,852,S3,,,IM,"started 1-2 cm below surface, forested"
2020-01-30 00:00:00,8N38,6,853,S2,,,IM,"started 1-2 cm below surface, forested"
2020-01-30 00:00:00,8N38,6,854,S1,,,IM,"started 1-2 cm below surface, forested"
2020-01-30 00:00:00,8N38,6,855,P_top1,80,,IM,started 1-2 cm below surface
2020-01-30 00:00:00,8N38,6,856,P_top2,80,,IM,started 1-2 cm below surface
2020-01-30 00:00:00,8N38,6,857,P_top3,80,,IM,started 1-2 cm below surface
2020-01-30 00:00:00,8N38,6,858,P_bot1,80,,IM,started at 65 cm
2020-01-30 00:00:00,8N38,6,859,P_bot2,80,,IM,started at 65 cm
2020-01-30 00:00:00,8N38,6,860,P_bot3,80,,IM,"started at 65 cm, hit ground"
2020-01-31 00:00:00,2N12,6,861,C,,,IM,started 1-2 cm below surface
2020-01-31 00:00:00,2N12,6,862,E5,,,IM,started 1-2 cm below surface
2020-01-31 00:00:00,2N12,6,863,E4,,,IM,started 1-2 cm below surface
2020-01-31 00:00:00,2N12,6,864,E3,,,IM,started 1-2 cm below surface
2020-01-31 00:00:00,2N12,6,865,E2,,,IM,started 1-2 cm below surface
2020-01-31 00:00:00,2N12,6,867,E1,,,IM,started 1-2 cm below surface
2020-01-31 00:00:00,2N12,6,868,W5,,,IM,"started 1-2 cm below surface, forested"
2020-01-31 00:00:00,2N12,6,869,W4,,,IM,"started 1-2 cm below surface, forested"
2020-01-31 00:00:00,2N12,6,870,W3,,,IM,"started 1-2 cm below surface, forested"
2020-01-31 00:00:00,2N12,6,871,W2,,,IM,"started 1-2 cm below surface, forested"
2020-01-31 00:00:00,2N12,6,872,W1,,,IM,"started 1-2 cm below surface, opening between trees"
2020-01-31 00:00:00,2N12,6,873,S3,,,IM,"started 1-2 cm below surface, forested"
2020-01-31 00:00:00,2N12,6,874,S2,,,IM,started 1-2 cm below surface
2020-01-31 00:00:00,2N12,6,875,S1,,,IM,started 1-2 cm below surface
2020-01-31 00:00:00,2N12,6,876,N3,,,IM,started 1-2 cm below surface
2020-01-31 00:00:00,2N12,6,877,P_top1,92,,IM,started 3cm below surface
2020-01-31 00:00:00,2N12,6,878,P_top2,92,,IM,started 3cm below surface
2020-01-31 00:00:00,2N12,6,879,P_top3,92,,IM,started 3cm below surface
2020-01-31 00:00:00,2N12,6,880,P_bot1,65,,IM,
2020-01-31 00:00:00,2N12,6,881,P_bot2,65,,IM,
2020-01-31 00:00:00,2N12,6,882,P_bot3,65,,IM,hit ground
2020-01-31 00:00:00,2N12,6,885,W1,,,IM,
2020-01-31 00:00:00,2N12,6,886,W2,,,IM,
2020-01-31 00:00:00,2N12,6,887,W3,,,IM,
2020-01-31 00:00:00,2N12,6,888,W4,,,IM,
2020-01-31 00:00:00,2N12,6,889,W5,,,IM,
2020-01-31 00:00:00,2N12,6,890,C,,,IM,
2020-01-31 00:00:00,2N12,6,891,E5,,,IM,
2020-01-31 00:00:00,2N12,6,892,E4,,,IM,
2020-01-31 00:00:00,2N12,6,893,E3,,,IM,
2020-01-31 00:00:00,2N12,6,894,E2,,,IM,
2020-01-31 00:00:00,2N12,6,895,E1,,,IM,
2020-01-31 00:00:00,2N12,6,896,,,,IM,"at the trail, on top of recent snowmobile tracks"
2020-01-31 00:00:00,2N12,6,897,,,,IM,"at the trail, on top of recent snowmobile tracks"
2020-01-31 00:00:00,2N12,6,898,,,,IM,at the trail 
2020-01-31 00:00:00,2N12,6,899,,,,IM,at the trail 
2020-01-31 00:00:00,2N12,6,900,S1,,,IM,
2020-01-31 00:00:00,2N12,6,901,S2,,,IM,
2020-01-31 00:00:00,2N12,6,902,S3,,,IM,
2020-01-31 00:00:00,2N12,6,903,N3,,,IM,
2020-01-31 00:00:00,2N12,6,904,N2,,,IM,
2020-01-31 00:00:00,2N12,6,905,N1,,,IM,
2020-01-31 00:00:00,2N12,6,906,P_top1,,,IM,
2020-01-31 00:00:00,2N12,6,907,P_top2,,,IM,
2020-01-31 00:00:00,2N12,6,908,P_bot3,,,IM,
2020-01-31 00:00:00,2N12,6,909,P_bot1,64,,IM,
2020-01-31 00:00:00,2N12,6,910,P_bot2,64,,IM,
2020-01-31 00:00:00,2N12,6,911,P_bot3,64,,IM,
2020-02-01 00:00:00,2S11,19b,951,S1,,ck,HP,"possibly bad, water in tip"
2020-02-01 00:00:00,2S11,19b,961,E2,,ck,HP,"possibly bad, water in tip"
2020-02-01 00:00:00,1S8,19b,903,C,,,HP,
2020-02-01 00:00:00,1S8,19b,904,N5,,,HP,
2020-02-01 00:00:00,1S8,19b,905,N4,,,HP,
2020-02-01 00:00:00,1S8,19b,906,N3,,,HP,
2020-02-01 00:00:00,1S8,19b,907,N2,,,HP,some dirt on tip
2020-02-01 00:00:00,1S8,19b,908,N1,,,HP,
2020-02-01 00:00:00,1S8,19b,909,S5,,,HP,
2020-02-01 00:00:00,1S8,19b,910,S4,,,HP,
2020-02-01 00:00:00,1S8,19b,911,S3,,,HP,
2020-02-01 00:00:00,1S8,19b,912,S2,,,HP,
2020-02-01 00:00:00,1S8,19b,913,S1,,,HP,
2020-02-01 00:00:00,1S8,19b,914,E5,,,HP,
2020-02-01 00:00:00,1S8,19b,915,E4,,,HP,
2020-02-01 00:00:00,1S8,19b,916,E3,,,HP,
2020-02-01 00:00:00,1S8,19b,917,E2,,,HP,
2020-02-01 00:00:00,1S8,19b,918,E1,90,,HP,
2020-02-01 00:00:00,1S8,19b,919,W5,89,,HP,
2020-02-01 00:00:00,1S8,19b,920,W4,99,,HP,
2020-02-01 00:00:00,1S8,19b,921,W3,82,,HP,
2020-02-01 00:00:00,1S8,19b,922,W2,85,,HP,
2020-02-01 00:00:00,1S8,19b,923,W1,82,,HP,
2020-02-01 00:00:00,1S8,19b,924,"SUSV-track, 0",95,,HP,"transect across track, virgin snow"
2020-02-01 00:00:00,1S8,19b,925,"SUSV-track, 50",98,,HP,edge of rut in virgin
2020-02-01 00:00:00,1S8,19b,926,"SUSV-track, 105",72,,HP,in right rut
2020-02-01 00:00:00,1S8,19b,927,"SUSV-track, 140",73,,HP,in right rut
2020-02-01 00:00:00,1S8,19b,928,"SUSV-track, 170",96,,HP,"belly; not compressed, broken surface"
2020-02-01 00:00:00,1S8,19b,929,"SUSV-track, 220",70,,HP,in left rut
2020-02-01 00:00:00,1S8,19b,930,"SUSV-track, 270",75,,HP,edge of left rut
2020-02-01 00:00:00,1S8,19b,931,"SUSV-track, 295",84,,HP,edge of rut in virgin
2020-02-01 00:00:00,1S8,19b,932,"SUSV-track, 345",82,,HP,"end of track transect, virgin snow"
2020-02-01 00:00:00,1S8,19b,933,P,75,,HP,"near LWC, 0cm"
2020-02-01 00:00:00,1S8,19b,934,P,,,HP,"near LWC, 37cm"
2020-02-01 00:00:00,1S8,19b,935,P,,,HP,"near density, 80cm"
2020-02-01 00:00:00,1S8,19b,936,P,,,HP,"near density, 107cm"
2020-02-01 00:00:00,1S8,19b,937,P,,,HP,"near SSA, 151cm"
2020-02-01 00:00:00,1S8,19b,938,P,,,HP,"near LWC, 20cm"
2020-02-01 00:00:00,1S8,19b,939,P,,,HP,"near LWC, 60cm"
2020-02-01 00:00:00,1S8,19b,940,P,,,HP,"near density, 95cm"
2020-02-01 00:00:00,1S8,19b,941,P,,,HP,"near SSA, 135cm"
2020-02-01 00:00:00,1S8,19b,944,P,,,HP,
2020-02-01 00:00:00,2S11,19b,947,S5,,,HP,
2020-02-01 00:00:00,2S11,19b,948,S4,,,HP,
2020-02-01 00:00:00,2S11,19b,949,S3,,,HP,
2020-02-01 00:00:00,2S11,19b,950,S2,,,HP,
2020-02-01 00:00:00,2S11,19b,952,N5,,,HP,
2020-02-01 00:00:00,2S11,19b,953,N4,,,HP,
2020-02-01 00:00:00,2S11,19b,954,N3,,,HP,
2020-02-01 00:00:00,2S11,19b,955,N2,,,HP,
2020-02-01 00:00:00,2S11,19b,956,N1,,,HP,
2020-02-01 00:00:00,2S11,19b,958,E5,,,HP,
2020-02-01 00:00:00,2S11,19b,959,E4,,,HP,
2020-02-01 00:00:00,2S11,19b,960,E3,,,HP,
2020-02-01 00:00:00,2S11,19b,962,E1,,,HP,
2020-02-01 00:00:00,2S11,19b,963,W5,,,HP,
2020-02-01 00:00:00,2S11,19b,964,W4,,,HP,
2020-02-01 00:00:00,2S11,19b,967,W3,,,HP,
2020-02-01 00:00:00,2S11,19b,968,W2,,,HP,
2020-02-01 00:00:00,2S11,19b,969,W1,,,HP,
2020-02-01 00:00:00,2S11,19b,970,P,,,HP,near LWC 
2020-02-01 00:00:00,2S11,19b,971,P,,,HP,near density
2020-02-01 00:00:00,2S11,19b,972,P,,,HP,near SSA
2020-02-01 00:00:00,3S14,19b,973,C,,,HP,
2020-02-01 00:00:00,3S14,19b,974,S3,,,HP,
2020-02-01 00:00:00,3S14,19b,975,S2,,,HP,
2020-02-01 00:00:00,3S14,19b,976,S1,,,HP,3 profiles farther apart (short on time)
2020-02-01 00:00:00,3S14,19b,977,W1,,,HP,
2020-02-01 00:00:00,3S14,19b,978,W2,,,HP,
2020-02-01 00:00:00,3S14,19b,979,W3,,,HP,
2020-02-01 00:00:00,3S14,19b,980,W4,,,HP,
2020-02-01 00:00:00,3S14,19b,981,W5,,,HP,
2020-02-01 00:00:00,3S14,19b,982,N5,,,HP,
2020-02-01 00:00:00,3S14,19b,983,N4,,,HP,
2020-02-01 00:00:00,3S14,19b,984,N3,,,HP,
2020-02-01 00:00:00,3S14,19b,985,N2,,,HP,
2020-02-01 00:00:00,3S14,19b,986,N1,,,HP,
2020-02-01 00:00:00,3S14,19b,987,E1,,,HP,
2020-02-01 00:00:00,3S14,19b,988,E2,,,HP,
2020-02-01 00:00:00,3S14,19b,991,E3,,,HP,
2020-02-01 00:00:00,3S14,19b,992,E4,,,HP,
2020-02-01 00:00:00,3S14,19b,993,P,,,HP,
2020-02-01 00:00:00,3S14,19b,994,P,,,HP,
2020-02-01 00:00:00,3S14,19b,995,P,,,HP,
2020-02-01 00:00:00,5S21,19b,996,N5,,,HP,
2020-02-01 00:00:00,5S21,19b,997,E5,,,HP,
2020-02-01 00:00:00,5S21,19b,998,E4,,,HP,
2020-02-01 00:00:00,5S21,19b,999,E3,,,HP,
2020-02-01 00:00:00,5S21,19b,1000,E2,,,HP,
2020-02-01 00:00:00,5S21,19b,1001,E1,,,HP,
2020-02-01 00:00:00,5S21,19b,1002,N4,,,HP,
2020-02-01 00:00:00,5S21,19b,1003,N3,,,HP,near tree well
2020-02-01 00:00:00,5S21,19b,1004,N2,,,HP,
2020-02-01 00:00:00,5S21,19b,1005,N1,,,HP,
2020-02-01 00:00:00,5S21,19b,1006,W5,,,HP,
2020-02-01 00:00:00,5S21,19b,1007,W4,,,HP,
2020-02-01 00:00:00,5S21,19b,1008,W3,,,HP,
2020-02-01 00:00:00,5S21,19b,1009,W2,,,HP,in snowmobile track
2020-02-01 00:00:00,5S21,19b,1010,W1,,,HP,
2020-02-01 00:00:00,5S21,19b,1011,S5,,,HP,
2020-02-01 00:00:00,5S21,19b,1012,S4,,,HP,
2020-02-01 00:00:00,5S21,19b,1013,S3,,,HP,
2020-02-01 00:00:00,5S21,19b,1014,S2,,,HP,
2020-02-01 00:00:00,5S21,19b,1015,S1,,,HP,
2020-02-01 00:00:00,5S21,19b,1016,P,,,HP,
2020-02-01 00:00:00,5S21,19b,1017,P,,,HP,
2020-02-01 00:00:00,5S21,19b,1018,P,,,HP,
2020-02-03 00:00:00,GML,19b,1019,P,115,,MM,"Grand Mesa Lodge, comparison pit near Cabin1, -- graph curved up slightly"
2020-02-03 00:00:00,GML,19b,1020,P,115,,MM,good one!
2020-02-03 00:00:00,GML,19b,1021,P,115,,MM,"above IRIS, got stuck and did manual stop"
2020-02-03 00:00:00,GML,19b,1022,P,115,,MM,"above IceCube, plot looked questionable"
2020-02-03 00:00:00,GML,19b,1023,P,115,,MM,"above IceCube, good!"
2020-02-04 00:00:00,6S34,19b,1024,P,70,,MM,
2020-02-04 00:00:00,6S34,19b,1025,P,70,,MM,
2020-02-04 00:00:00,6S34,19b,1026,P,70,,MM,
2020-02-04 00:00:00,6S34,19b,1027,E1,90,,MM,
2020-02-04 00:00:00,6S34,19b,1028,E2,,,MM,
2020-02-04 00:00:00,6S34,19b,1029,E3,,,MM,
2020-02-04 00:00:00,6S34,19b,1030,E4,,,MM,
2020-02-04 00:00:00,6S34,19b,1031,E5,,,MM,
2020-02-04 00:00:00,6S34,19b,1032,,,,MM,
2020-02-04 00:00:00,6S34,19b,1033,C,,,MM,
2020-02-04 00:00:00,6S34,19b,1034,W5,,,MM,
2020-02-04 00:00:00,6S34,19b,1035,W4,,,MM,
2020-02-04 00:00:00,6S34,19b,1036,W3,,,MM,
2020-02-04 00:00:00,6S34,19b,1037,W2,,,MM,
2020-02-04 00:00:00,6S34,19b,1039,W1,,,MM,
2020-02-04 00:00:00,6S34,19b,1040,N1,97,,MM,
2020-02-04 00:00:00,6S34,19b,1041,N2,,,MM,
2020-02-04 00:00:00,6S34,19b,1042,N3,,,MM,
2020-02-04 00:00:00,6S34,19b,1043,N4,,,MM,
2020-02-04 00:00:00,6S34,19b,1045,N5,,,MM,
2020-02-04 00:00:00,6S34,19b,1046,S5,,,MM,
2020-02-04 00:00:00,6S34,19b,1047,S4,85,,MM,
2020-02-04 00:00:00,6S34,19b,1048,S3,69,,MM,
2020-02-04 00:00:00,6S34,19b,1049,S2,75,,MM,
2020-02-04 00:00:00,6S34,19b,1050,S1,80,,MM,
2020-02-04 00:00:00,3S33,19b,1051,S1,60,,MM,
2020-02-04 00:00:00,3S33,19b,1052,S2,100,,MM,wind slabs
2020-02-04 00:00:00,3S33,19b,1055,S4,80,,MM,
2020-02-04 00:00:00,3S33,19b,1056,S5,88,,MM,
2020-02-04 00:00:00,3S33,19b,1057,C,105,,MM,
2020-02-04 00:00:00,3S33,19b,1058,N5,74,,MM,
2020-02-04 00:00:00,3S33,19b,1059,N4,79,,MM,
2020-02-04 00:00:00,3S33,19b,1060,N3,99,,MM,
2020-02-04 00:00:00,3S33,19b,1061,N2,98,,MM,
2020-02-04 00:00:00,3S33,19b,1062,N1,94,,MM,
2020-02-04 00:00:00,3S33,19b,1063,W5,98,,MM,
2020-02-04 00:00:00,3S33,19b,1064,W4,113,,MM,
2020-02-04 00:00:00,3S33,19b,1065,W3,100,,MM,
2020-02-04 00:00:00,3S33,19b,1066,W2,108,,MM,
2020-02-04 00:00:00,3S33,19b,1067,W1,100,,MM,
2020-02-04 00:00:00,3S33,19b,1068,E5,102,,MM,
2020-02-04 00:00:00,3S33,19b,1069,E4,85,,MM,
2020-02-04 00:00:00,3S33,19b,1070,E3,80,,MM,
2020-02-04 00:00:00,3S33,19b,1071,E2,94,,MM,
2020-02-04 00:00:00,3S33,19b,1072,E1,95,,MM,
2020-02-04 00:00:00,3S33,19b,1073,P,,,MM,check pit height
2020-02-04 00:00:00,3S33,19b,1074,P,,,MM,check pit height
2020-02-04 00:00:00,3S33,19b,1075,P,,,MM,check pit height
2020-02-04 00:00:00,5S29,19b,1077,P,110,,MM,
2020-02-04 00:00:00,5S29,19b,1078,P,110,,MM,
2020-02-04 00:00:00,5S29,19b,1079,P,110,,MM,
2020-02-04 00:00:00,5S29,19b,1080,N1,95,,MM,
2020-02-04 00:00:00,5S29,19b,1081,N2,96,,MM,
2020-02-04 00:00:00,5S29,19b,1082,N3,79,,MM,
2020-02-04 00:00:00,5S29,19b,1083,N4,80,,MM,
2020-02-04 00:00:00,5S29,19b,1085,N5,125,,MM,repeat
2020-02-04 00:00:00,5S29,19b,1086,CK,105,,MM,"? need to check gps points, can't determine location/orientation, perhaps repeat measurement"
